source_mat_id,chlorophyll,chlorophyll_method,sea_surf_temp,sea_surf_temp_method,sea_subsurf_temp,sea_subsurf_temp_method,sea_surf_salinity,sea_surf_salinity_method,sea_subsurf_salinity,sea_subsurf_salinity_method,alkalinity,alkalinity_method,ammonium,ammonium_method,atmospheric_data,bacteria_carb_prod,bacteria_carb_prod_method,bac_prod,bac_prod_method,bac_resp,bac_resp_method,biomass,biomass_method,chem_administration,conduc,conduc_method,density,density_method,diss_carb_dioxide,diss_carb_dioxide_method,diss_hydrogen,diss_hydrogen_method,diss_inorg_carb,diss_inorg_carb_method,diss_org_carb,diss_org_carb_method,diss_org_nitro,diss_org_nitro_method,down_par,down_par_method,light_intensity,light_intensity_method,diss_oxygen,diss_oxygen_method,n_alkanes,n_alkanes_method,nitrate,nitrate_method,nitrite,nitrite_method,org_carb,org_carb_method,org_matter,org_matter_method,org_nitro,org_nitro_method,organism_count,organism_count_method,ph,ph_method,part_org_carb,part_org_carb_method,part_org_nitro,part_org_nitro_method,perturbation,petroleum_hydrocarb,petroleum_hydrocarb_method,phaeopigments,phaeopigments_method,phosphate,phosphate_method,pigments,pigments_method,pressure,pressure_method,primary_prod,primary_prod_method,redox_potential,redox_potential_method,silicate,silicate_method,sulfate,sulfate_method,sulfide,sulfide_method,tot_carb,tot_carb_method,tot_diss_nitro,tot_inorg_nitro,tot_nitro,tot_nitro_method,tot_part_carb,tot_part_carb_method,tot_phosp,tot_phosp_method,turbidity,water_current,water_current_method,misc_param,misc_param_method
EMO BON RFormosa Wa 210805 3um (1),21.69,Fluorometer 10-AU,26.3,Thermo scientific  orion star A221,26.3,Thermo scientific  orion star A221,38.03,YSI ProSolo Digital,38.03,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,YSI ProSolo Digital,,,,,,,,,,,,,,,8.242,Thermo scientific  orion star A221,,,,,,,,,,,,,,0.998766,YSI ProSolo Digital,,,-101.7,Thermo scientific  orion star A221,,,,,,,,,,,,,,,,,57156.0,,,,
EMO BON RFormosa Wa 210805 3um (2),21.69,Fluorometer 10-AU,26.3,Thermo scientific  orion star A221,26.3,Thermo scientific  orion star A221,38.03,YSI ProSolo Digital,38.03,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,YSI ProSolo Digital,,,,,,,,,,,,,,,8.242,Thermo scientific  orion star A221,,,,,,,,,,,,,,0.998766,YSI ProSolo Digital,,,-101.7,Thermo scientific  orion star A221,,,,,,,,,,,,,,,,,57156.0,,,,
EMO BON RFormosa Wa 210805 3um (3),21.69,Fluorometer 10-AU,26.3,Thermo scientific  orion star A221,26.3,Thermo scientific  orion star A221,38.03,YSI ProSolo Digital,38.03,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,YSI ProSolo Digital,,,,,,,,,,,,,,,8.242,Thermo scientific  orion star A221,,,,,,,,,,,,,,0.998766,YSI ProSolo Digital,,,-101.7,Thermo scientific  orion star A221,,,,,,,,,,,,,,,,,57156.0,,,,
EMO BON RFormosa Wa 210805 3um (4),21.69,Fluorometer 10-AU,26.3,Thermo scientific  orion star A221,26.3,Thermo scientific  orion star A221,38.03,YSI ProSolo Digital,38.03,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,YSI ProSolo Digital,,,,,,,,,,,,,,,8.242,Thermo scientific  orion star A221,,,,,,,,,,,,,,0.998766,YSI ProSolo Digital,,,-101.7,Thermo scientific  orion star A221,,,,,,,,,,,,,,,,,57156.0,,,,
EMO BON RFormosa Wa 210805 0.2um (1),21.69,Fluorometer 10-AU,26.3,Thermo scientific  orion star A221,26.3,Thermo scientific  orion star A221,38.03,YSI ProSolo Digital,38.03,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,YSI ProSolo Digital,,,,,,,,,,,,,,,8.242,Thermo scientific  orion star A221,,,,,,,,,,,,,,0.998766,YSI ProSolo Digital,,,-101.7,Thermo scientific  orion star A221,,,,,,,,,,,,,,,,,57156.0,,,,
EMO BON RFormosa Wa 210805 0.2um (2),21.69,Fluorometer 10-AU,26.3,Thermo scientific  orion star A221,26.3,Thermo scientific  orion star A221,38.03,YSI ProSolo Digital,38.03,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,YSI ProSolo Digital,,,,,,,,,,,,,,,8.242,Thermo scientific  orion star A221,,,,,,,,,,,,,,0.998766,YSI ProSolo Digital,,,-101.7,Thermo scientific  orion star A221,,,,,,,,,,,,,,,,,57156.0,,,,
EMO BON RFormosa Wa 210805 0.2um (3),21.69,Fluorometer 10-AU,26.3,Thermo scientific  orion star A221,26.3,Thermo scientific  orion star A221,38.03,YSI ProSolo Digital,38.03,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,YSI ProSolo Digital,,,,,,,,,,,,,,,8.242,Thermo scientific  orion star A221,,,,,,,,,,,,,,0.998766,YSI ProSolo Digital,,,-101.7,Thermo scientific  orion star A221,,,,,,,,,,,,,,,,,57156.0,,,,
EMO BON RFormosa Wa 210805 0.2um (4),21.69,Fluorometer 10-AU,26.3,Thermo scientific  orion star A221,26.3,Thermo scientific  orion star A221,38.03,YSI ProSolo Digital,38.03,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,YSI ProSolo Digital,,,,,,,,,,,,,,,8.242,Thermo scientific  orion star A221,,,,,,,,,,,,,,0.998766,YSI ProSolo Digital,,,-101.7,Thermo scientific  orion star A221,,,,,,,,,,,,,,,,,57156.0,,,,
EMO BON RFormosa Wa 210805 3um (Blank),21.69,Fluorometer 10-AU,26.3,Thermo scientific  orion star A221,26.3,Thermo scientific  orion star A221,38.03,YSI ProSolo Digital,38.03,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,YSI ProSolo Digital,,,,,,,,,,,,,,,8.242,Thermo scientific  orion star A221,,,,,,,,,,,,,,0.998766,YSI ProSolo Digital,,,-101.7,Thermo scientific  orion star A221,,,,,,,,,,,,,,,,,57156.0,,,,
EMO BON RFormosa Wa 210805 0.22um (Blank),21.69,Fluorometer 10-AU,26.3,Thermo scientific  orion star A221,26.3,Thermo scientific  orion star A221,38.03,YSI ProSolo Digital,38.03,YSI ProSolo Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7,YSI ProSolo Digital,,,,,,,,,,,,,,,8.242,Thermo scientific  orion star A221,,,,,,,,,,,,,,0.998766,YSI ProSolo Digital,,,-101.7,Thermo scientific  orion star A221,,,,,,,,,,,,,,,,,57156.0,,,,
EMO BON UMF Wa 220830 3um (1),2.42,"integrated sample from 0-10 m, filtered on Whatman GF/F Ø25 mm, extraction in 96% ethanol overnight, filter and algae ground up with steel balls, then spectrofluorometry",13.2608,"CTD-sond SBE 911, 1 m depth",13.2608,"CTD-sond SBE 911, 1 m depth",3.924,"CTD-sond SBE 911, 1 m depth",3.924,"CTD-sond SBE 911, 1 m depth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMO BON UMF Wa 220830 3um (2),2.42,"integrated sample from 0-10 m, filtered on Whatman GF/F Ø25 mm, extraction in 96% ethanol overnight, filter and algae ground up with steel balls, then spectrofluorometry",13.2608,"CTD-sond SBE 911, 1 m depth",13.2608,"CTD-sond SBE 911, 1 m depth",3.924,"CTD-sond SBE 911, 1 m depth",3.924,"CTD-sond SBE 911, 1 m depth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMO BON UMF Wa 220830 3um (3),2.42,"integrated sample from 0-10 m, filtered on Whatman GF/F Ø25 mm, extraction in 96% ethanol overnight, filter and algae ground up with steel balls, then spectrofluorometry",13.2608,"CTD-sond SBE 911, 1 m depth",13.2608,"CTD-sond SBE 911, 1 m depth",3.924,"CTD-sond SBE 911, 1 m depth",3.924,"CTD-sond SBE 911, 1 m depth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMO BON UMF Wa 220830 3um (4),2.42,"integrated sample from 0-10 m, filtered on Whatman GF/F Ø25 mm, extraction in 96% ethanol overnight, filter and algae ground up with steel balls, then spectrofluorometry",13.2608,"CTD-sond SBE 911, 1 m depth",13.2608,"CTD-sond SBE 911, 1 m depth",3.924,"CTD-sond SBE 911, 1 m depth",3.924,"CTD-sond SBE 911, 1 m depth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
